canonical_id,name,type,aliases,gold_name,homepage,doi,source
3550553,Improved upper bounds for permutation flowshop scheduling benchmarks (Taillard and VRF),Dataset,improved upper bounds for permutation flowshop scheduling benchmarks (taillard and vrf),flylight instances segmentation benchmark,,10.5281/zenodo.3550553,Zenodo
3870965,MIPLIB 0-1 instances in OPB format,Dataset,miplib 0-1 instances in opb format,flylight instances segmentation benchmark,,10.5281/zenodo.3870965,Zenodo
7981128,Benchmark Instances for the CUAVRP,Dataset,benchmark instances for the cuavrp,flylight instances segmentation benchmark,,10.5281/zenodo.7981128,Zenodo
10875063,FISBe: A real-world benchmark dataset for instance segmentation of long-range thin filamentous structures,Dataset,fisbe: a real-world benchmark dataset for instance segmentation of long-range thin filamentous structures,the flylight instance segmentation datset,,10.5281/zenodo.10875063,Zenodo
17284863,Surgical-Synthetic-Data-Generation-and-Segmentation,Dataset,surgical-synthetic-data-generation-and-segmentation,the flylight instance segmentation datset,,10.5281/zenodo.17284863,Zenodo
8118986,"NPM3D dataset with instance labels used in paper ""Toward Accurate Instance Segmentation in Large-scale LiDAR Point Clouds""",Dataset,"npm3d dataset with instance labels used in paper ""toward accurate instance segmentation in large-scale lidar point clouds""",the flylight instance segmentation datset,,10.5281/zenodo.8118986,Zenodo
4980572,VTT-Coffee: A small dataset for instance segmentation and iterative learning,Dataset,vtt-coffee: a small dataset for instance segmentation and iterative learning,the flylight instance segmentation datset,,10.5281/zenodo.4980572,Zenodo
5501784,Grapevine Dataset for plant organ segmentation,Dataset,grapevine dataset for plant organ segmentation,the flylight instance segmentation datset,,10.5281/zenodo.5501784,Zenodo
15370205,CellBinDB: A Large-Scale Multimodal Annotated Dataset,Dataset,cellbindb: a large-scale multimodal annotated dataset,the flylight instance segmentation datset,,10.5281/zenodo.15370205,Zenodo
13220096,bioimage.io upload: biapy/notebook_instance_segmentation_3d,Software,bioimage.io upload: biapy/notebook_instance_segmentation_3d,the flylight instance segmentation datset,,10.5281/zenodo.13220096,Zenodo
13219913,bioimage.io upload: stupendous-sheep,Software,bioimage.io upload: stupendous-sheep,the flylight instance segmentation datset,,10.5281/zenodo.13219913,Zenodo
13219910,bioimage.io upload: biapy/notebook_instance_segmentation_2d,Software,bioimage.io upload: biapy/notebook_instance_segmentation_2d,the flylight instance segmentation datset,,10.5281/zenodo.13219910,Zenodo
8068322,CaLiGraph - A Large-Scale Semantic Knowledge Graph compiled from Wikipedia Categories and List Pages,Dataset,caligraph - a large-scale semantic knowledge graph compiled from wikipedia categories and list pages,caligraph,,10.5281/zenodo.8068322,Zenodo
8050447,CIKM 2023 - KGrEaT Evaluation Results,Dataset,cikm 2023 - kgreat evaluation results,caligraph,,10.5281/zenodo.8050447,Zenodo
7688590,Entity Typing Datasets,Dataset,entity typing datasets,caligraph,,10.5281/zenodo.7688590,Zenodo
8068322,CaLiGraph - A Large-Scale Semantic Knowledge Graph compiled from Wikipedia Categories and List Pages,Dataset,caligraph - a large-scale semantic knowledge graph compiled from wikipedia categories and list pages,caligraph version 2.1.0,,10.5281/zenodo.8068322,Zenodo
10561178,dict-from-g2pE,Software,dict-from-g2pe,caligraph version 2.1.0,,10.5281/zenodo.10561178,Zenodo
8270722,Tensorsem version 2.1.0,Software,tensorsem version 2.1.0,caligraph version 2.1.0,,10.5281/zenodo.8270722,Zenodo
15005262,bwbohl/sencha-cmd: Version 2.1.0,Software,bwbohl/sencha-cmd: version 2.1.0,caligraph version 2.1.0,,10.5281/zenodo.15005262,Zenodo
5770255,NAL-i5K/GFF3toolkit: version 2.1.0,Software,nal-i5k/gff3toolkit: version 2.1.0,caligraph version 2.1.0,,10.5281/zenodo.5770255,Zenodo
7883577,biowdl/QC: version 2.1.0,Software,biowdl/qc: version 2.1.0,caligraph version 2.1.0,,10.5281/zenodo.7883577,Zenodo
17287715,HeHo3100/Phase_Sensitive_Detection_for_Spectroscopy: Version 2.1.0,Software,heho3100/phase_sensitive_detection_for_spectroscopy: version 2.1.0,caligraph version 2.1.0,,10.5281/zenodo.17287715,Zenodo
3855520,LUMC/pytest-workflow: version 2.1.0,Software,lumc/pytest-workflow: version 2.1.0,caligraph version 2.1.0,,10.5281/zenodo.3855520,Zenodo
13283987,rgl-epfl/cholespy: Version 2.1.0,Software,rgl-epfl/cholespy: version 2.1.0,caligraph version 2.1.0,,10.5281/zenodo.13283987,Zenodo
6801109,ImageNet-Cartoon and ImageNet-Drawing: two domain shift datasets for ImageNet,Dataset,imagenet-cartoon and imagenet-drawing: two domain shift datasets for imagenet,imagenet-1k,,10.5281/zenodo.6801109,Zenodo
10364369,Trylobit-1k,Dataset,trylobit-1k,imagenet-1k,,10.5281/zenodo.10364369,Zenodo
10393315,Lorient-1k,Dataset,lorient-1k,imagenet-1k,,10.5281/zenodo.10393315,Zenodo
7455623,Blog-1K,Dataset,blog-1k,imagenet-1k,,10.5281/zenodo.7455623,Zenodo
15467847,Curated Multi-Institutional Benchmark Dataset for Validating AI Models for Volumetric Pancreas Segmentation on Contrast-Enhanced CTs,Dataset,curated multi-institutional benchmark dataset for validating ai models for volumetric pancreas segmentation on contrast-enhanced cts,imagenet-1k,,10.5281/zenodo.15467847,Zenodo
7925312,xinkaitong/1k-pig-genomes: 1k-pig-genomes ForNatureCommunications,Software,xinkaitong/1k-pig-genomes: 1k-pig-genomes fornaturecommunications,imagenet-1k,,10.5281/zenodo.7925312,Zenodo
8013288,NINCO (Out-Of-Distribution detection dataset for ImageNet),Dataset,ninco (out-of-distribution detection dataset for imagenet),imagenet1k,,10.5281/zenodo.8013288,Zenodo
6371680,CNN-Filter-DB,Dataset,cnn-filter-db,imagenet1k,,10.5281/zenodo.6371680,Zenodo
14589122,ImageNet statistics and PCA,Dataset,imagenet statistics and pca,imagenet1k,,10.5281/zenodo.14589122,Zenodo
14615263,Coco Person Faceswap Dataset (COCO-PFS),Dataset,coco person faceswap dataset (coco-pfs),coco,,10.5281/zenodo.14615263,Zenodo
14671547,Global Coco Peat Market 2024 To 2033,Dataset,global coco peat market 2024 to 2033,coco,,10.5281/zenodo.14671547,Zenodo
5718950,SAHI: A lightweight vision library for performing large scale object detection and instance segmentation,Software,sahi: a lightweight vision library for performing large scale object detection and instance segmentation,coco,,10.5281/zenodo.5718950,Zenodo
4282267,SPEECH-COCO,Dataset,speech-coco,coco,,10.5281/zenodo.4282267,Zenodo
10065746,COCO-10,Dataset,coco-10,coco,,10.5281/zenodo.10065746,Zenodo
10728674,Multi30k_train-ca,Dataset,multi30k_train-ca,flickr30k,,10.5281/zenodo.10728674,Zenodo
16744074,TIGR-100k: a novel benchmark dataset specifically designed for complex query evaluation,Dataset,tigr-100k: a novel benchmark dataset specifically designed for complex query evaluation,flickr30k,,10.5281/zenodo.16744074,Zenodo
14930469,meizhenliu/CDGCN-code: CDGCN-code,Software,meizhenliu/cdgcn-code: cdgcn-code,flickr30k,,10.5281/zenodo.14930469,Zenodo
3580414,Die Protokolle des österreichischen Ministerrates 1848-1867,Dataset,die protokolle des österreichischen ministerrates 1848-1867,public event,,10.5281/zenodo.3580414,Zenodo
4967574,SensorsINI/MVSEC-NIGHTL21: First Release,Dataset,sensorsini/mvsec-nightl21: first release,mvsec,,10.5281/zenodo.4967574,Zenodo
5628493,A pencil-lead immunosensor for the rapid electrochemical measurement of anti-Diphtheria Toxin antibodies,Dataset,a pencil-lead immunosensor for the rapid electrochemical measurement of anti-diphtheria toxin antibodies,mvsec,,10.5281/zenodo.5628493,Zenodo
13137352,LSU_AIM2024,Dataset,lsu_aim2024,euroc,,10.5281/zenodo.13137352,Zenodo
12623410,Scripts For Viewing S3DIS datasets,Dataset,scripts for viewing s3dis datasets,s3dis,,10.5281/zenodo.12623410,Zenodo
10820379,KITTI,Dataset,kitti,kitti- 360,,10.5281/zenodo.10820379,Zenodo
3931823,KITTI-Masks,Dataset,kitti-masks,kitti- 360,,10.5281/zenodo.3931823,Zenodo
13824218,EMS3D-KITTI-Synthetic: A Synthetic 3D Dataset in KITTI Format with Balanced EMS Vehicle Distribution for Autonomous Driving AI Model Training,Dataset,ems3d-kitti-synthetic: a synthetic 3d dataset in kitti format with balanced ems vehicle distribution for autonomous driving ai model training,kitti- 360,,10.5281/zenodo.13824218,Zenodo
5725902,UoA-eResearch/kitti-detect:,Software,uoa-eresearch/kitti-detect:,kitti- 360,,10.5281/zenodo.5725902,Zenodo
7046095,KITTI 3D Object Detection,Dataset,kitti 3d object detection,kitti- 360,,10.5281/zenodo.7046095,Zenodo
13910002,Annotated Vehicle Dataset for BBSL Specification-based Testing in Autonomous Driving Systems (Modified from KITTI),Dataset,annotated vehicle dataset for bbsl specification-based testing in autonomous driving systems (modified from kitti),kitti- 360,,10.5281/zenodo.13910002,Zenodo
3931823,KITTI-Masks,Dataset,kitti-masks,kitti-360,,10.5281/zenodo.3931823,Zenodo
10820379,KITTI,Dataset,kitti,kitti-360,,10.5281/zenodo.10820379,Zenodo
7046095,KITTI 3D Object Detection,Dataset,kitti 3d object detection,kitti-360,,10.5281/zenodo.7046095,Zenodo
5783420,OpenLABEL-enriched KITTI Tracking scenarios,Dataset,openlabel-enriched kitti tracking scenarios,kitti-360,,10.5281/zenodo.5783420,Zenodo
5725902,UoA-eResearch/kitti-detect:,Software,uoa-eresearch/kitti-detect:,kitti-360,,10.5281/zenodo.5725902,Zenodo
14708702,Natural history specimens collected and/or identified and deposited.,Dataset,natural history specimens collected and/or identified and deposited.,kitti-360,,10.5281/zenodo.14708702,Zenodo
7079268,"Supplementary data for article ""Reduced B-cell antigenicity of Omicron lowers host serologic response""",Dataset,"supplementary data for article ""reduced b-cell antigenicity of omicron lowers host serologic response""",scannet,,10.5281/zenodo.7079268,Zenodo
7792397,SQA3D: Situated Question Answering in 3D Scenes,Dataset,sqa3d: situated question answering in 3d scenes,scannet,,10.5281/zenodo.7792397,Zenodo
16685170,Physically Based Neural LiDAR Resimulation for Image Based Tasks,Dataset,physically based neural lidar resimulation for image based tasks,kitti360,,10.5281/zenodo.16685170,Zenodo
5519448,Point Cloud Curb Detection Dataset,Dataset,point cloud curb detection dataset,kitti360,,10.5281/zenodo.5519448,Zenodo
13898589,Assessing the impact of central and peripheral obstructions on visual behavior: insights from gaze-contingent eye-tracking studies,Dataset,assessing the impact of central and peripheral obstructions on visual behavior: insights from gaze-contingent eye-tracking studies,kitti360,,10.5281/zenodo.13898589,Zenodo
12623410,Scripts For Viewing S3DIS datasets,Dataset,scripts for viewing s3dis datasets,s3dis 6-fold,,10.5281/zenodo.12623410,Zenodo
7701841,vilab-tartu/NaRIBaS: Potential of Monolayer Charge,Software,vilab-tartu/naribas: potential of monolayer charge,s3dis 6-fold,,10.5281/zenodo.7701841,Zenodo
5893808,Mining folded proteomes in the era of accurate structure prediction,Dataset,mining folded proteomes in the era of accurate structure prediction,s3dis 6-fold,,10.5281/zenodo.5893808,Zenodo
12623410,Scripts For Viewing S3DIS datasets,Dataset,scripts for viewing s3dis datasets,s3dis fold 5,,10.5281/zenodo.12623410,Zenodo
5893808,Mining folded proteomes in the era of accurate structure prediction,Dataset,mining folded proteomes in the era of accurate structure prediction,s3dis fold 5,,10.5281/zenodo.5893808,Zenodo
15109495,Cell-free DNA Fragmentomics and Second Malignant Neoplasm Risk in Patients with PTEN Hamartoma Tumor Syndrome,Dataset,cell-free dna fragmentomics and second malignant neoplasm risk in patients with pten hamartoma tumor syndrome,s3dis fold 5,,10.5281/zenodo.15109495,Zenodo
13321600,iNaturalist: iNaturalist Images (deprecated),Dataset,inaturalist: inaturalist images (deprecated),inaturalist,,10.5281/zenodo.13321600,Zenodo
4099136,An open dataset of butterflies species of south India,Dataset,an open dataset of butterflies species of south india,inaturalist,,10.5281/zenodo.4099136,Zenodo
4061848,Flora of Russia on iNaturalist backup 2020 Sep 08 (750K + 136K records),Dataset,flora of russia on inaturalist backup 2020 sep 08 (750k + 136k records),inaturalist,,10.5281/zenodo.4061848,Zenodo
13321585,iNaturalist: iNaturalist image source file (deprecated),Dataset,inaturalist: inaturalist image source file (deprecated),inaturalist,,10.5281/zenodo.13321585,Zenodo
6991084,Meso272/QoZ: SC2,Software,meso272/qoz: sc2,sc2,,10.5281/zenodo.6991084,Zenodo
6470288,SC2 input files,Dataset,sc2 input files,sc2,,10.5281/zenodo.6470288,Zenodo
17783,Vanderpool 41SM77 FIN-SC2,Dataset,vanderpool 41sm77 fin-sc2,sc2,,10.5281/zenodo.17783,Zenodo
17293733,SC2-Artifact,Software,sc2-artifact,sc2,,10.5281/zenodo.17293733,Zenodo
5070414,NISOx-BDI/SC2: Software_Comparison_2_0.2.0,Software,nisox-bdi/sc2: software_comparison_2_0.2.0,sc2,,10.5281/zenodo.5070414,Zenodo
14963356,SC2ReSet: StarCraft II Esport Replaypack Set,Dataset,sc2reset: starcraft ii esport replaypack set,starcraft ii,,10.5281/zenodo.14963356,Zenodo
15079856,Kaszanas/SC2_Datasets: 1.1.0 SC2_Datasets Release,Software,kaszanas/sc2_datasets: 1.1.0 sc2_datasets release,starcraft ii,,10.5281/zenodo.15079856,Zenodo
15073637,SC2EGSet: StarCraft II Esport Game State Dataset,Dataset,sc2egset: starcraft ii esport game state dataset,starcraft ii,,10.5281/zenodo.15073637,Zenodo
14575254,jaymarichua/SuperStar: SuperStar: Superhuman Reinforcement Learning Agent for StarCraft II,Software,jaymarichua/superstar: superstar: superhuman reinforcement learning agent for starcraft ii,starcraft ii,,10.5281/zenodo.14575254,Zenodo
14567072,jaymarichua/MetalStar: MetalStar v0.2.0: New Matchups Enabled MPS Upgrades & Z-Data Fallbacks,Software,jaymarichua/metalstar: metalstar v0.2.0: new matchups enabled mps upgrades & z-data fallbacks,starcraft ii,,10.5281/zenodo.14567072,Zenodo
31911,BalanceSpan: BalanceSpan release 1.0,Software,balancespan: balancespan release 1.0,starcraft ii,,10.5281/zenodo.31911,Zenodo
15073637,SC2EGSet: StarCraft II Esport Game State Dataset,Dataset,sc2egset: starcraft ii esport game state dataset,sc2egset,,10.5281/zenodo.15073637,Zenodo
15079856,Kaszanas/SC2_Datasets: 1.1.0 SC2_Datasets Release,Software,kaszanas/sc2_datasets: 1.1.0 sc2_datasets release,sc2egset,,10.5281/zenodo.15079856,Zenodo
14963356,SC2ReSet: StarCraft II Esport Replaypack Set,Dataset,sc2reset: starcraft ii esport replaypack set,sc2egset,,10.5281/zenodo.14963356,Zenodo
