,sentence,entity_text,entity_type
380,:car:  ## Updates  - \[2024.04\] - We have further improved our manuscript and code. - \[2023.12\] - We provide trained weights on SemanticKITTI and nuScenes.,SemanticKITTI,DATASET
381,:car:  ## Updates  - \[2024.04\] - We have further improved our manuscript and code. - \[2023.12\] - We provide trained weights on SemanticKITTI and nuScenes.,nuScenes,DATASET
382,/docs/DATA_PREPARE.md) for the details to prepare the <sup>1</sup>[SemanticKITTI](http://www.semantic-kitti.org) and <sup>2</sup>[nuScenes](https://www.nuscenes.org) datasets.  ## :rocket: Getting Started  Please refer to [GET_STARTED.md](.,SemanticKITTI,DATASET
383,/docs/DATA_PREPARE.md) for the details to prepare the <sup>1</sup>[SemanticKITTI](http://www.semantic-kitti.org) and <sup>2</sup>[nuScenes](https://www.nuscenes.org) datasets.  ## :rocket: Getting Started  Please refer to [GET_STARTED.md](.,kitti,DATASET
384,/docs/DATA_PREPARE.md) for the details to prepare the <sup>1</sup>[SemanticKITTI](http://www.semantic-kitti.org) and <sup>2</sup>[nuScenes](https://www.nuscenes.org) datasets.  ## :rocket: Getting Started  Please refer to [GET_STARTED.md](.,nuScenes,DATASET
385,"/docs/GET_STARTED.md) to learn more usage of this codebase.  ## :bar_chart: Main Results  ### Framework Overview  | <img src=""docs/figs/framework.png"" align=""center"" width=""99%""> | | :------------------------------------------------------------: |  ### Comparisons to State of the Arts  <table>     <tr>         <th rowspan=""2"">Method</th>         <th rowspan=""2"">Param</th>         <th colspan=""3"">SemanticKITTI</th>         <th colspan=""2"">nuScenes</th>         <th colspan=""2"">ScribbleKITTI</th>         <th colspan=""2"">SemanticPOSS</th>     </tr>     <tr>         <td>FPS</td> <td>Val</td> <td>Test</td>         <td>Val</td> <td>Test</td>         <td>mIoU</td> <td>mAcc</td>         <td>mIoU</td> <td>mAcc</td>     </tr>     <tr>         <td>CENet</td>         <td>6.8 M</td>         <td>33.4</td> <td>62.6</td> <td>64.7</td>         <td>-</td> <td>-</td>         <td>55.7</td> <td>66.8</td>         <td>50.3</td> <td>-</td>     </tr>     <tr>         <td>RangeViT</td>         <td>23.7 M</td>         <td>10.0</td> <td>60.7</td> <td>64.0</td>         <td>75.2</td> <td>-</td>         <td>53.6</td> <td>66.5</td>         <td>-</td> <td>-</td>     </tr>     <tr>         <td><strong>Fast-FRNet</strong></td>         <td>7.5 M</td>         <td>33.8</td> <td>67.1</td> <td>72.5</td>         <td>78.8</td> <td>82.1</td>         <td>62.4</td> <td>71.2</td>         <td>52.5</td> <td>67.1</td>     </tr>     <tr>         <td><strong>FRNet</strong></td>         <td>10.0 M</td>         <td>29.1</td> <td>68.7</td> <td>73.3</td>         <td>79.0</td> <td>82.5</td>         <td>63.1</td> <td>72.3</td>         <td>53.5</td> <td>68.1</td>     </tr> </table>  ### Label-Efficient LiDAR Segmentation  <table>     <tr>         <th rowspan=""2"">Method</th>         <th colspan=""4"">SemanticKITTI</th>         <th colspan=""4"">nuScenes</th>         <th colspan=""4"">ScribbleKITTI</th>     </tr>     <tr>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>     </tr>     <tr>         <td>Sup.",SemanticKITTI,DATASET
386,"/docs/GET_STARTED.md) to learn more usage of this codebase.  ## :bar_chart: Main Results  ### Framework Overview  | <img src=""docs/figs/framework.png"" align=""center"" width=""99%""> | | :------------------------------------------------------------: |  ### Comparisons to State of the Arts  <table>     <tr>         <th rowspan=""2"">Method</th>         <th rowspan=""2"">Param</th>         <th colspan=""3"">SemanticKITTI</th>         <th colspan=""2"">nuScenes</th>         <th colspan=""2"">ScribbleKITTI</th>         <th colspan=""2"">SemanticPOSS</th>     </tr>     <tr>         <td>FPS</td> <td>Val</td> <td>Test</td>         <td>Val</td> <td>Test</td>         <td>mIoU</td> <td>mAcc</td>         <td>mIoU</td> <td>mAcc</td>     </tr>     <tr>         <td>CENet</td>         <td>6.8 M</td>         <td>33.4</td> <td>62.6</td> <td>64.7</td>         <td>-</td> <td>-</td>         <td>55.7</td> <td>66.8</td>         <td>50.3</td> <td>-</td>     </tr>     <tr>         <td>RangeViT</td>         <td>23.7 M</td>         <td>10.0</td> <td>60.7</td> <td>64.0</td>         <td>75.2</td> <td>-</td>         <td>53.6</td> <td>66.5</td>         <td>-</td> <td>-</td>     </tr>     <tr>         <td><strong>Fast-FRNet</strong></td>         <td>7.5 M</td>         <td>33.8</td> <td>67.1</td> <td>72.5</td>         <td>78.8</td> <td>82.1</td>         <td>62.4</td> <td>71.2</td>         <td>52.5</td> <td>67.1</td>     </tr>     <tr>         <td><strong>FRNet</strong></td>         <td>10.0 M</td>         <td>29.1</td> <td>68.7</td> <td>73.3</td>         <td>79.0</td> <td>82.5</td>         <td>63.1</td> <td>72.3</td>         <td>53.5</td> <td>68.1</td>     </tr> </table>  ### Label-Efficient LiDAR Segmentation  <table>     <tr>         <th rowspan=""2"">Method</th>         <th colspan=""4"">SemanticKITTI</th>         <th colspan=""4"">nuScenes</th>         <th colspan=""4"">ScribbleKITTI</th>     </tr>     <tr>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>     </tr>     <tr>         <td>Sup.",nuScenes,DATASET
387,"/docs/GET_STARTED.md) to learn more usage of this codebase.  ## :bar_chart: Main Results  ### Framework Overview  | <img src=""docs/figs/framework.png"" align=""center"" width=""99%""> | | :------------------------------------------------------------: |  ### Comparisons to State of the Arts  <table>     <tr>         <th rowspan=""2"">Method</th>         <th rowspan=""2"">Param</th>         <th colspan=""3"">SemanticKITTI</th>         <th colspan=""2"">nuScenes</th>         <th colspan=""2"">ScribbleKITTI</th>         <th colspan=""2"">SemanticPOSS</th>     </tr>     <tr>         <td>FPS</td> <td>Val</td> <td>Test</td>         <td>Val</td> <td>Test</td>         <td>mIoU</td> <td>mAcc</td>         <td>mIoU</td> <td>mAcc</td>     </tr>     <tr>         <td>CENet</td>         <td>6.8 M</td>         <td>33.4</td> <td>62.6</td> <td>64.7</td>         <td>-</td> <td>-</td>         <td>55.7</td> <td>66.8</td>         <td>50.3</td> <td>-</td>     </tr>     <tr>         <td>RangeViT</td>         <td>23.7 M</td>         <td>10.0</td> <td>60.7</td> <td>64.0</td>         <td>75.2</td> <td>-</td>         <td>53.6</td> <td>66.5</td>         <td>-</td> <td>-</td>     </tr>     <tr>         <td><strong>Fast-FRNet</strong></td>         <td>7.5 M</td>         <td>33.8</td> <td>67.1</td> <td>72.5</td>         <td>78.8</td> <td>82.1</td>         <td>62.4</td> <td>71.2</td>         <td>52.5</td> <td>67.1</td>     </tr>     <tr>         <td><strong>FRNet</strong></td>         <td>10.0 M</td>         <td>29.1</td> <td>68.7</td> <td>73.3</td>         <td>79.0</td> <td>82.5</td>         <td>63.1</td> <td>72.3</td>         <td>53.5</td> <td>68.1</td>     </tr> </table>  ### Label-Efficient LiDAR Segmentation  <table>     <tr>         <th rowspan=""2"">Method</th>         <th colspan=""4"">SemanticKITTI</th>         <th colspan=""4"">nuScenes</th>         <th colspan=""4"">ScribbleKITTI</th>     </tr>     <tr>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>     </tr>     <tr>         <td>Sup.",ScribbleKITTI,DATASET
388,"/docs/GET_STARTED.md) to learn more usage of this codebase.  ## :bar_chart: Main Results  ### Framework Overview  | <img src=""docs/figs/framework.png"" align=""center"" width=""99%""> | | :------------------------------------------------------------: |  ### Comparisons to State of the Arts  <table>     <tr>         <th rowspan=""2"">Method</th>         <th rowspan=""2"">Param</th>         <th colspan=""3"">SemanticKITTI</th>         <th colspan=""2"">nuScenes</th>         <th colspan=""2"">ScribbleKITTI</th>         <th colspan=""2"">SemanticPOSS</th>     </tr>     <tr>         <td>FPS</td> <td>Val</td> <td>Test</td>         <td>Val</td> <td>Test</td>         <td>mIoU</td> <td>mAcc</td>         <td>mIoU</td> <td>mAcc</td>     </tr>     <tr>         <td>CENet</td>         <td>6.8 M</td>         <td>33.4</td> <td>62.6</td> <td>64.7</td>         <td>-</td> <td>-</td>         <td>55.7</td> <td>66.8</td>         <td>50.3</td> <td>-</td>     </tr>     <tr>         <td>RangeViT</td>         <td>23.7 M</td>         <td>10.0</td> <td>60.7</td> <td>64.0</td>         <td>75.2</td> <td>-</td>         <td>53.6</td> <td>66.5</td>         <td>-</td> <td>-</td>     </tr>     <tr>         <td><strong>Fast-FRNet</strong></td>         <td>7.5 M</td>         <td>33.8</td> <td>67.1</td> <td>72.5</td>         <td>78.8</td> <td>82.1</td>         <td>62.4</td> <td>71.2</td>         <td>52.5</td> <td>67.1</td>     </tr>     <tr>         <td><strong>FRNet</strong></td>         <td>10.0 M</td>         <td>29.1</td> <td>68.7</td> <td>73.3</td>         <td>79.0</td> <td>82.5</td>         <td>63.1</td> <td>72.3</td>         <td>53.5</td> <td>68.1</td>     </tr> </table>  ### Label-Efficient LiDAR Segmentation  <table>     <tr>         <th rowspan=""2"">Method</th>         <th colspan=""4"">SemanticKITTI</th>         <th colspan=""4"">nuScenes</th>         <th colspan=""4"">ScribbleKITTI</th>     </tr>     <tr>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>     </tr>     <tr>         <td>Sup.",SemanticPOSS,DATASET
389,"/docs/GET_STARTED.md) to learn more usage of this codebase.  ## :bar_chart: Main Results  ### Framework Overview  | <img src=""docs/figs/framework.png"" align=""center"" width=""99%""> | | :------------------------------------------------------------: |  ### Comparisons to State of the Arts  <table>     <tr>         <th rowspan=""2"">Method</th>         <th rowspan=""2"">Param</th>         <th colspan=""3"">SemanticKITTI</th>         <th colspan=""2"">nuScenes</th>         <th colspan=""2"">ScribbleKITTI</th>         <th colspan=""2"">SemanticPOSS</th>     </tr>     <tr>         <td>FPS</td> <td>Val</td> <td>Test</td>         <td>Val</td> <td>Test</td>         <td>mIoU</td> <td>mAcc</td>         <td>mIoU</td> <td>mAcc</td>     </tr>     <tr>         <td>CENet</td>         <td>6.8 M</td>         <td>33.4</td> <td>62.6</td> <td>64.7</td>         <td>-</td> <td>-</td>         <td>55.7</td> <td>66.8</td>         <td>50.3</td> <td>-</td>     </tr>     <tr>         <td>RangeViT</td>         <td>23.7 M</td>         <td>10.0</td> <td>60.7</td> <td>64.0</td>         <td>75.2</td> <td>-</td>         <td>53.6</td> <td>66.5</td>         <td>-</td> <td>-</td>     </tr>     <tr>         <td><strong>Fast-FRNet</strong></td>         <td>7.5 M</td>         <td>33.8</td> <td>67.1</td> <td>72.5</td>         <td>78.8</td> <td>82.1</td>         <td>62.4</td> <td>71.2</td>         <td>52.5</td> <td>67.1</td>     </tr>     <tr>         <td><strong>FRNet</strong></td>         <td>10.0 M</td>         <td>29.1</td> <td>68.7</td> <td>73.3</td>         <td>79.0</td> <td>82.5</td>         <td>63.1</td> <td>72.3</td>         <td>53.5</td> <td>68.1</td>     </tr> </table>  ### Label-Efficient LiDAR Segmentation  <table>     <tr>         <th rowspan=""2"">Method</th>         <th colspan=""4"">SemanticKITTI</th>         <th colspan=""4"">nuScenes</th>         <th colspan=""4"">ScribbleKITTI</th>     </tr>     <tr>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>         <td>1%</td> <td>10%</td> <td>20%</td> <td>50%</td>     </tr>     <tr>         <td>Sup.",SemanticKITTI,DATASET
