#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text= 
0-0	0-1	 	*[57]|*[403]	ONTOLOGY[57]|DATASET[57]|EVALMETRIC[57]|SOFTWARE[57]|PUBLICATION[57]|WORKSHOP[57]|PROGLANG[57]|LICENSE[57]|PROJECT[57]|CONFERENCE[403]
5-13	438-439	?	*[368]	LICENSE[368]|PROJECT[368]|PUBLICATION[368]|DATASET[368]|ONTOLOGY[368]|EVALMETRIC[368]|SOFTWARE[368]|PROGLANG[368]|CONFERENCE[368]|WORKSHOP[368]

#Text=style=plastic&logo=themodelsresource)\](https://huggingface.co/fses91/VNEGNN-MODEL) \[!
6-1	439-444	style	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-2	444-445	=	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-3	445-452	plastic	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-4	452-453	&	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-5	453-457	logo	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-6	457-458	=	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-7	458-475	themodelsresource	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-8	475-476	)	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-9	476-477	\]	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-10	477-478	(	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-11	478-483	https	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-12	483-484	:	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-13	484-485	/	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-14	485-486	/	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-15	486-500	huggingface.co	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-16	500-501	/	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-17	501-507	fses91	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-18	507-508	/	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-19	508-520	VNEGNN-MODEL	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-19	508-514	VNEGNN	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-20	520-521	)	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-21	522-523	\[	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]
6-22	523-524	!	*[369]	SOFTWARE[369]|PUBLICATION[369]|PROJECT[369]|EVALMETRIC[369]|CONFERENCE[369]|PROGLANG[369]|WORKSHOP[369]|DATASET[369]|LICENSE[369]|ONTOLOGY[369]

#Text=\[\](https://img.shields.io/badge/project\_page-blue?
7-1	524-525	\[	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-2	525-526	\]	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-3	526-527	(	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-4	527-532	https	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-5	532-533	:	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-6	533-534	/	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-7	534-535	/	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-8	535-549	img.shields.io	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-9	549-550	/	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-10	550-555	badge	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-11	555-556	/	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-12	556-573	project\_page-blue	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]
7-13	573-574	?	*[370]	CONFERENCE[370]|WORKSHOP[370]|PROGLANG[370]|LICENSE[370]|PROJECT[370]|DATASET[370]|ONTOLOGY[370]|EVALMETRIC[370]|PUBLICATION[370]|SOFTWARE[370]

#Text=style=plastic&logo=internetcomputer)\](https://linktr.ee/vnegnn)  ## News  🔥  \*\*\*April 10 2024\*\*\*:  \*The trained VNEGNN model and processed dataset are released, as in the paper!
8-1	574-579	style	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-2	579-580	=	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-3	580-587	plastic	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-4	587-588	&	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-5	588-592	logo	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-6	592-593	=	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-7	593-609	internetcomputer	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-8	609-610	)	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-9	610-611	\]	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-10	611-612	(	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-11	612-617	https	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-12	617-618	:	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-13	618-619	/	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-14	619-620	/	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-15	620-629	linktr.ee	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-16	629-630	/	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-17	630-636	vnegnn	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-18	636-637	)	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-19	639-640	#	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-20	640-641	#	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-21	642-646	News	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-22	648-650	🔥	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-23	651-652	\*	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-24	652-653	\*	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-25	653-654	\*	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-26	654-659	April	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-27	660-662	10	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-28	663-667	2024	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-29	667-668	\*	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-30	668-669	\*	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-31	669-670	\*	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-32	670-671	:	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-33	673-674	\*	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-34	674-677	The	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-35	678-685	trained	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-36	686-692	VNEGNN	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-37	693-698	model	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-38	699-702	and	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-39	703-712	processed	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-40	713-720	dataset	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-41	721-724	are	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-42	725-733	released	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-43	733-734	,	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-44	735-737	as	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-45	738-740	in	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-46	741-744	the	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-47	745-750	paper	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]
8-48	750-751	!	*[371]	LICENSE[371]|DATASET[371]|PROJECT[371]|SOFTWARE[371]|PUBLICATION[371]|ONTOLOGY[371]|EVALMETRIC[371]|CONFERENCE[371]|PROGLANG[371]|WORKSHOP[371]

#Text=\*  ## Overview  Implementation of the VN-EGNN, state-of-the-art method for protein binding site identfication, by Florian Sestak, Lisa Schneckenreiter, Johannes Brandstetter, Sepp Hochreiter, Andreas Mayr, Günter Klambauer.
9-1	751-752	\*	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-2	754-755	#	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-3	755-756	#	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-4	757-765	Overview	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-5	767-781	Implementation	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-6	782-784	of	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-7	785-788	the	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-8	789-796	VN-EGNN	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-9	796-797	,	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-10	798-814	state-of-the-art	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-11	815-821	method	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-12	822-825	for	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-13	826-833	protein	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-14	834-841	binding	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-15	842-846	site	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-16	847-860	identfication	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-17	860-861	,	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-18	862-864	by	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-19	865-872	Florian	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-20	873-879	Sestak	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-21	879-880	,	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-22	881-885	Lisa	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-23	886-901	Schneckenreiter	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-24	901-902	,	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-25	903-911	Johannes	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-26	912-924	Brandstetter	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
9-27	924-925	,	*[372]	DATASET[372]|ONTOLOGY[372]|EVALMETRIC[372]|SOFTWARE[372]|PUBLICATION[372]|CONFERENCE[372]|WORKSHOP[372]|PROGLANG[372]|LICENSE[372]|PROJECT[372]
