#FORMAT=WebAnno TSV 3.3
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value


#Text=  
0-0	0-2	 	*[720]|*[1100]	PROGLANG[720]|WORKSHOP[720]|LICENSE[720]|ONTOLOGY[720]|PROJECT[720]|SOFTWARE[720]|DATASET[720]|EVALMETRIC[720]|PUBLICATION[720]|CONFERENCE[1100]
6-22	390-391	:	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-23	391-392	/	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-24	392-393	/	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-25	393-402	arxiv.org	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-26	402-403	/	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-27	403-406	abs	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-28	406-407	/	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-29	407-417	2003.04819	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-30	417-418	)	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-31	419-420	\[	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]
6-32	420-421	!	*[1072]	LICENSE[1072]|DATASET[1072]|PROJECT[1072]|SOFTWARE[1072]|PUBLICATION[1072]|ONTOLOGY[1072]|EVALMETRIC[1072]|CONFERENCE[1072]|PROGLANG[1072]|WORKSHOP[1072]

#Text=\[build badge\](https://github.com/benedekrozemberczki/karateclub/workflows/CI/badge.svg)\](https://github.com/benedekrozemberczki/karateclub/actions?
7-1	421-422	\[	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-2	422-427	build	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-3	428-433	badge	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-4	433-434	\]	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-5	434-435	(	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-6	435-440	https	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-7	440-441	:	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-8	441-442	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-9	442-443	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-10	443-453	github.com	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-11	453-454	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-12	454-473	benedekrozemberczki	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-13	473-474	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-14	474-484	karateclub	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-15	484-485	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-16	485-494	workflows	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-17	494-495	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-18	495-497	CI	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-19	497-498	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-20	498-507	badge.svg	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-21	507-508	)	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-22	508-509	\]	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-23	509-510	(	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-24	510-515	https	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-25	515-516	:	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-26	516-517	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-27	517-518	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-28	518-528	github.com	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-29	528-529	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-30	529-548	benedekrozemberczki	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-31	548-549	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-32	549-559	karateclub	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-33	559-560	/	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-34	560-567	actions	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]
7-35	567-568	?	*[1073]	EVALMETRIC[1073]|SOFTWARE[1073]|PUBLICATION[1073]|CONFERENCE[1073]|PROGLANG[1073]|WORKSHOP[1073]|LICENSE[1073]|ONTOLOGY[1073]|PROJECT[1073]|DATASET[1073]

#Text=query=workflow%3ACI)  \[!
8-1	568-573	query	*[1074]	PROGLANG[1074]|WORKSHOP[1074]|LICENSE[1074]|PROJECT[1074]|SOFTWARE[1074]|PUBLICATION[1074]|DATASET[1074]|ONTOLOGY[1074]|EVALMETRIC[1074]|CONFERENCE[1074]
8-2	573-574	=	*[1074]	PROGLANG[1074]|WORKSHOP[1074]|LICENSE[1074]|PROJECT[1074]|SOFTWARE[1074]|PUBLICATION[1074]|DATASET[1074]|ONTOLOGY[1074]|EVALMETRIC[1074]|CONFERENCE[1074]
8-3	574-582	workflow	*[1074]	PROGLANG[1074]|WORKSHOP[1074]|LICENSE[1074]|PROJECT[1074]|SOFTWARE[1074]|PUBLICATION[1074]|DATASET[1074]|ONTOLOGY[1074]|EVALMETRIC[1074]|CONFERENCE[1074]
8-4	582-583	%	*[1074]	PROGLANG[1074]|WORKSHOP[1074]|LICENSE[1074]|PROJECT[1074]|SOFTWARE[1074]|PUBLICATION[1074]|DATASET[1074]|ONTOLOGY[1074]|EVALMETRIC[1074]|CONFERENCE[1074]
8-5	583-587	3ACI	*[1074]	PROGLANG[1074]|WORKSHOP[1074]|LICENSE[1074]|PROJECT[1074]|SOFTWARE[1074]|PUBLICATION[1074]|DATASET[1074]|ONTOLOGY[1074]|EVALMETRIC[1074]|CONFERENCE[1074]
8-6	587-588	)	*[1074]	PROGLANG[1074]|WORKSHOP[1074]|LICENSE[1074]|PROJECT[1074]|SOFTWARE[1074]|PUBLICATION[1074]|DATASET[1074]|ONTOLOGY[1074]|EVALMETRIC[1074]|CONFERENCE[1074]
8-7	590-591	\[	*[1074]	PROGLANG[1074]|WORKSHOP[1074]|LICENSE[1074]|PROJECT[1074]|SOFTWARE[1074]|PUBLICATION[1074]|DATASET[1074]|ONTOLOGY[1074]|EVALMETRIC[1074]|CONFERENCE[1074]
8-8	591-592	!	*[1074]	PROGLANG[1074]|WORKSHOP[1074]|LICENSE[1074]|PROJECT[1074]|SOFTWARE[1074]|PUBLICATION[1074]|DATASET[1074]|ONTOLOGY[1074]|EVALMETRIC[1074]|CONFERENCE[1074]

#Text=\[coverage badge\](https://codecov.io/gh/benedekrozemberczki/karateclub/branch/master/graph/badge.svg)\](https://codecov.io/github/benedekrozemberczki/karateclub?
9-1	592-593	\[	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-2	593-601	coverage	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-3	602-607	badge	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-4	607-608	\]	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-5	608-609	(	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-6	609-614	https	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-7	614-615	:	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-8	615-616	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-9	616-617	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-10	617-627	codecov.io	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-11	627-628	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-12	628-630	gh	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-13	630-631	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-14	631-650	benedekrozemberczki	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-15	650-651	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-16	651-661	karateclub	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-17	661-662	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-18	662-668	branch	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-19	668-669	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-20	669-675	master	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-21	675-676	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-22	676-681	graph	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-23	681-682	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-24	682-691	badge.svg	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-25	691-692	)	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-26	692-693	\]	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-27	693-694	(	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-28	694-699	https	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-29	699-700	:	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-30	700-701	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-31	701-702	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-32	702-712	codecov.io	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-33	712-713	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-34	713-719	github	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-35	719-720	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-36	720-739	benedekrozemberczki	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-37	739-740	/	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-38	740-750	karateclub	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]
9-39	750-751	?	*[1075]	LICENSE[1075]|DATASET[1075]|ONTOLOGY[1075]|PROJECT[1075]|EVALMETRIC[1075]|SOFTWARE[1075]|PUBLICATION[1075]|CONFERENCE[1075]|PROGLANG[1075]|WORKSHOP[1075]

#Text=branch=master) <p align="center">   <img width="90%" src="https://github.com/benedekrozemberczki/karateclub/blob/master/karatelogo.jpg?
10-1	751-757	branch	*[1076]	PUBLICATION[1076]|DATASET[1076]|ONTOLOGY[1076]|EVALMETRIC[1076]|SOFTWARE[1076]|CONFERENCE[1076]|WORKSHOP[1076]|PROGLANG[1076]|LICENSE[1076]|PROJECT[1076]
10-2	757-758	=	*[1076]	PUBLICATION[1076]|DATASET[1076]|ONTOLOGY[1076]|EVALMETRIC[1076]|SOFTWARE[1076]|CONFERENCE[1076]|WORKSHOP[1076]|PROGLANG[1076]|LICENSE[1076]|PROJECT[1076]
10-3	758-764	master	*[1076]	PUBLICATION[1076]|DATASET[1076]|ONTOLOGY[1076]|EVALMETRIC[1076]|SOFTWARE[1076]|CONFERENCE[1076]|WORKSHOP[1076]|PROGLANG[1076]|LICENSE[1076]|PROJECT[1076]
10-4	764-765	)	*[1076]	PUBLICATION[1076]|DATASET[1076]|ONTOLOGY[1076]|EVALMETRIC[1076]|SOFTWARE[1076]|CONFERENCE[1076]|WORKSHOP[1076]|PROGLANG[1076]|LICENSE[1076]|PROJECT[1076]
10-5	766-767	<	*[1076]	PUBLICATION[1076]|DATASET[1076]|ONTOLOGY[1076]|EVALMETRIC[1076]|SOFTWARE[1076]|CONFERENCE[1076]|WORKSHOP[1076]|PROGLANG[1076]|LICENSE[1076]|PROJECT[1076]
10-6	767-768	p	*[1076]	PUBLICATION[1076]|DATASET[1076]|ONTOLOGY[1076]|EVALMETRIC[1076]|SOFTWARE[1076]|CONFERENCE[1076]|WORKSHOP[1076]|PROGLANG[1076]|LICENSE[1076]|PROJECT[1076]
10-7	769-774	align	*[1076]	PUBLICATION[1076]|DATASET[1076]|ONTOLOGY[1076]|EVALMETRIC[1076]|SOFTWARE[1076]|CONFERENCE[1076]|WORKSHOP[1076]|PROGLANG[1076]|LICENSE[1076]|PROJECT[1076]
10-8	774-775	=	*[1076]	PUBLICATION[1076]|DATASET[1076]|ONTOLOGY[1076]|EVALMETRIC[1076]|SOFTWARE[1076]|CONFERENCE[1076]|WORKSHOP[1076]|PROGLANG[1076]|LICENSE[1076]|PROJECT[1076]
